,MA_SO_SV,HOC_KY,TC_DANGKY,TC_HOANTHANH,GPA,CPA,semester_order,NAM_TUYENSINH,PTXT,TOHOP_XT,DIEM_TRUNGTUYEN,DIEM_CHUAN,ADMISSION_GAP
6539,65eb81f6d896,HK1 2024-2025,21,0,0,0,20241,2022,100,A00,22.95,19.62,3.3299999999999983
6540,65f168db7172,HK1 2024-2025,19,0,0,0,20241,2023,100,A01,22.5,22.3,0.1999999999999993
6541,6600e854369b,HK1 2024-2025,20,0,0,0,20241,2022,100,A00,21.95,20.32,1.629999999999999
6542,6601f92efa80,HK1 2024-2025,10,0,0,0,20241,2021,1,V02,24.64,22.9,1.740000000000002
6543,6602cefa45b2,HK1 2024-2025,18,0,0,0,20241,2024,100,A00,22.47,22.32,0.14999999999999858
6544,6607cd6f3839,HK1 2024-2025,23,0,0,0,20241,2022,100,A00,22.92,22.72,0.20000000000000284
6545,660a6d964049,HK1 2024-2025,19,0,0,0,20241,2021,1,A01,24.51,22.53,1.9800000000000004
6546,6611bdec4d2f,HK1 2024-2025,7,0,0,0,20241,2020,1,A00,20.1,16.88,3.2200000000000024
6547,661317a3b5ef,HK1 2024-2025,17,0,0,0,20241,2024,100,V00,21.27,21.23,0.03999999999999915
6548,661b8b5788fe,HK1 2024-2025,18,0,0,0,20241,2021,1,A00,22.07,18.52,3.5500000000000007
6549,661eb8ae1701,HK1 2024-2025,21,0,0,0,20241,2021,1,A01,25.79,23.94,1.8499999999999979
6550,66261d48cc2f,HK1 2024-2025,20,0,0,0,20241,2021,1,A01,22.54,22.39,0.14999999999999858
6551,662a4127616a,HK1 2024-2025,18,0,0,0,20241,2024,100,A00,25.62,22.54,3.080000000000002
6552,662ac68aae02,HK1 2024-2025,22,0,0,0,20241,2023,100,A00,21.09,20.03,1.0599999999999987
6553,662f9c8495c0,HK1 2024-2025,22,0,0,0,20241,2022,100,D07,24.33,22.79,1.5399999999999991
6554,6632b99550a1,HK1 2024-2025,22,0,0,0,20241,2022,100,A00,26.35,25.48,0.870000000000001
6555,6633e1903a03,HK1 2024-2025,17,0,0,0,20241,2024,100,A01,17.01,16.77,0.240000000000002
6556,6639dad875da,HK1 2024-2025,19,0,0,0,20241,2020,1,A00,21.38,16.1,5.279999999999998
6557,663ec3043461,HK1 2024-2025,10,0,0,0,20241,2018,1,A00,16.92,15.82,1.1000000000000014
6558,6642681da8bf,HK1 2024-2025,17,0,0,0,20241,2024,100,A00,25.1,24.93,0.1700000000000017
6559,664b068af04a,HK1 2024-2025,25,0,0,0,20241,2023,100,V00,21.17,20.77,0.40000000000000213
6560,664b8be20c47,HK1 2024-2025,39,0,0,0,20241,2021,1,A01,22.86,21.34,1.5199999999999996
6561,66514c60676a,HK1 2024-2025,7,0,0,0,20241,2021,1,A00,25.62,25.27,0.3500000000000014
6562,665237f11240,HK1 2024-2025,19,0,0,0,20241,2022,409,X06,27.26,22.38,4.880000000000003
6563,66561ec2591a,HK1 2024-2025,8,0,0,0,20241,2019,1,A00,20.09,18.85,1.2399999999999984
6564,6659c62c8c03,HK1 2024-2025,20,0,0,0,20241,2023,100,V00,23.31,21.26,2.049999999999997
6565,665b2f8fc3bb,HK1 2024-2025,18,0,0,0,20241,2022,100,A00,21.76,19.69,2.0700000000000003
6566,665c1c768506,HK1 2024-2025,19,0,0,0,20241,2024,100,D01,22.73,21.69,1.0399999999999991
6567,665d0c8c10de,HK1 2024-2025,22,0,0,0,20241,2022,100,A00,24.66,23.01,1.6499999999999986
6568,665e6a581860,HK1 2024-2025,25,0,0,0,20241,2023,100,A00,18.87,17.15,1.7200000000000024
6569,66618ae99fc2,HK1 2024-2025,22,0,0,0,20241,2023,100,A01,20.57,20.07,0.5
6570,666226c46760,HK1 2024-2025,22,0,0,0,20241,2022,100,A01,21.57,21.57,0.0
6571,666a454f1092,HK1 2024-2025,17,0,0,0,20241,2024,100,A00,25.11,24.67,0.4399999999999977
6572,66702e45aa3b,HK1 2024-2025,23,0,0,0,20241,2023,100,A00,17.55,16.85,0.6999999999999993
6573,6670d5b4fbd8,HK1 2024-2025,21,0,0,0,20241,2021,1,A01,23.68,23.68,0.0
6574,6673484af697,HK1 2024-2025,20,0,0,0,20241,2021,1,A00,23.85,23.75,0.10000000000000142
6575,6679600ce281,HK1 2024-2025,16,0,0,0,20241,2024,100,D01,22.26,21.85,0.41000000000000014
6576,667ab5a7c00f,HK1 2024-2025,17,0,0,0,20241,2024,200,A00,26.15,24.29,1.8599999999999994
6577,667bf37fccd0,HK1 2024-2025,10,0,0,0,20241,2021,1,A00,23.79,23.53,0.259999999999998
6578,66802b8c1715,HK1 2024-2025,17,0,0,0,20241,2024,100,A00,23.94,19.92,4.02
6579,6682b5f63dd0,HK1 2024-2025,14,0,0,0,20241,2020,1,A00,22.99,21.93,1.0599999999999987
6580,66940e8d7fc2,HK1 2024-2025,19,0,0,0,20241,2024,100,A01,24.35,24.04,0.3100000000000023
6581,669aa9909891,HK1 2024-2025,14,0,0,0,20241,2022,100,A01,25.95,25.35,0.5999999999999979
6582,66a3ec4e594f,HK1 2024-2025,22,0,0,0,20241,2021,1,D07,24.02,23.87,0.14999999999999858
6583,66acf64ed189,HK1 2024-2025,14,0,0,0,20241,2021,1,A00,23.67,23.67,0.0
6584,66b208940592,HK1 2024-2025,23,0,0,0,20241,2023,100,V00,20.3,18.94,1.3599999999999994
6585,66b99c71ae0e,HK1 2024-2025,22,0,0,0,20241,2023,100,A01,23.13,21.5,1.629999999999999
6586,66bcfc944622,HK1 2024-2025,15,0,0,0,20241,2022,100,A00,23.67,20.32,3.3500000000000014
6587,66be4fc59a58,HK1 2024-2025,10,0,0,0,20241,2021,1,A00,23.91,23.55,0.35999999999999943
6588,66c13f41f598,HK1 2024-2025,15,0,0,0,20241,2021,1,V02,23.05,22.62,0.4299999999999997
6589,66c1a88c48ca,HK1 2024-2025,18,0,0,0,20241,2024,100,A00,23.37,22.27,1.1000000000000014
6590,66c48d5fa692,HK1 2024-2025,18,0,0,0,20241,2023,100,A00,22.63,22.14,0.48999999999999844
6591,66d1ff6d9168,HK1 2024-2025,22,0,0,0,20241,2023,100,A00,17.63,17.22,0.41000000000000014
6592,66df9b8e38e6,HK1 2024-2025,19,0,0,0,20241,2023,100,A00,21.63,20.31,1.3200000000000003
6593,66e33f811537,HK1 2024-2025,25,0,0,0,20241,2023,100,D01,24.22,23.98,0.23999999999999844
6594,66e41370abbd,HK1 2024-2025,15,0,0,0,20241,2019,1,A01,20.9,19.73,1.1699999999999982
6595,66e575baa260,HK1 2024-2025,20,0,0,0,20241,2023,100,A01,21.35,20.29,1.0600000000000023
6596,66ec4dd3f838,HK1 2024-2025,15,0,0,0,20241,2024,200,A01,26.26,25.7,0.5600000000000023
6597,66ed79e38a49,HK1 2024-2025,21,0,0,0,20241,2020,1,V00,19.81,15.79,4.02
6598,66f1c31c4c7f,HK1 2024-2025,14,0,0,0,20241,2024,100,V02,23.74,21.74,2.0
6599,66f1dd111a95,HK1 2024-2025,17,0,0,0,20241,2021,1,V00,26.31,21.4,4.91
6600,66ffe0c02a92,HK1 2024-2025,21,0,0,0,20241,2023,100,A00,24.36,24.26,0.09999999999999787
6601,6710b4b2ecfe,HK1 2024-2025,22,0,0,0,20241,2023,100,V01,21.42,17.26,4.16
6602,6715d4f9ffbe,HK1 2024-2025,25,0,0,0,20241,2022,100,A00,23.63,22.98,0.6499999999999986
6603,6719147b0f4e,HK1 2024-2025,9,0,0,0,20241,2020,1,A00,19.61,18.91,0.6999999999999993
6604,671a56529c84,HK1 2024-2025,20,0,0,0,20241,2022,100,A00,25.19,23.35,1.8399999999999999
6605,671bacef05b0,HK1 2024-2025,20,0,0,0,20241,2021,1,A00,22.99,22.68,0.3099999999999987
6606,671ccda9504a,HK1 2024-2025,22,0,0,0,20241,2023,100,D01,18.79,18.04,0.75
6607,671cd4bd40cb,HK1 2024-2025,22,0,0,0,20241,2022,100,A00,21.76,16.75,5.010000000000002
6608,671eca609924,HK1 2024-2025,17,0,0,0,20241,2023,100,A01,21.51,20.01,1.5
6609,671fedd865bb,HK1 2024-2025,22,0,0,0,20241,2023,100,V00,23.27,21.36,1.9100000000000001
6610,6727548e3353,HK1 2024-2025,18,0,0,0,20241,2021,1,A00,23.77,23.18,0.5899999999999999
6611,6727c48af820,HK1 2024-2025,20,0,0,0,20241,2021,1,A00,23.74,23.74,0.0
6612,672973c78e68,HK1 2024-2025,22,0,0,0,20241,2023,100,A00,22.19,22.19,0.0
6613,672bcc299180,HK1 2024-2025,24,0,0,0,20241,2022,100,A00,24.42,20.73,3.6900000000000013
6614,672cae299c69,HK1 2024-2025,15,0,0,0,20241,2024,100,A00,23.76,23.63,0.13000000000000256
6615,6730a339108d,HK1 2024-2025,26,0,0,0,20241,2022,100,A00,24.27,23.24,1.0300000000000011
6616,67392613009a,HK1 2024-2025,25,0,0,0,20241,2023,100,A00,21.73,20.08,1.6500000000000021
6617,6748f9c1e3b6,HK1 2024-2025,18,0,0,0,20241,2024,100,A01,23.48,22.37,1.1099999999999994
6618,6754346e4e35,HK1 2024-2025,19,0,0,0,20241,2024,100,A01,20.18,19.54,0.6400000000000006
6619,675749a348f6,HK1 2024-2025,22,0,0,0,20241,2022,409,X05,23.7,22.23,1.4699999999999989
6620,67586bec9b75,HK1 2024-2025,10,0,0,0,20241,2021,1,A00,23.05,23.05,0.0
6621,67586de1bbb3,HK1 2024-2025,21,0,0,0,20241,2022,100,A01,23.81,23.81,0.0
6622,675a206475aa,HK1 2024-2025,21,0,0,0,20241,2021,1,A01,24.77,23.76,1.009999999999998
6623,67622bbe344a,HK1 2024-2025,25,0,0,0,20241,2023,100,A01,24.45,24.35,0.09999999999999787
6624,67645ea88219,HK1 2024-2025,19,0,0,0,20241,2023,100,A00,24.47,22.72,1.75
6625,6764fc40226f,HK1 2024-2025,18,0,0,0,20241,2021,1,A00,22.81,22.07,0.7399999999999984
6626,67650f8e5ffb,HK1 2024-2025,17,0,0,0,20241,2024,100,A00,19.32,17.15,2.1700000000000017
6627,67659fdc18ce,HK1 2024-2025,23,0,0,0,20241,2021,1,A01,24.03,23.32,0.7100000000000009
6628,677786a7d33a,HK1 2024-2025,17,0,0,0,20241,2024,100,A00,18.44,16.95,1.490000000000002
6629,677baa76f9b6,HK1 2024-2025,13,0,0,0,20241,2023,100,A00,20.61,19.6,1.009999999999998
6630,677d962af1d3,HK1 2024-2025,17,0,0,0,20241,2021,1,A00,23.17,23.17,0.0
6631,67855d216ed2,HK1 2024-2025,24,0,0,0,20241,2023,100,V00,19.16,16.97,2.1900000000000013
6632,6785ab5570d0,HK1 2024-2025,24,0,0,0,20241,2022,100,A00,23.67,22.63,1.0400000000000027
6633,678a8593769f,HK1 2024-2025,17,0,0,0,20241,2021,1,A00,24.28,23.1,1.1799999999999997
6634,6790d4806b8d,HK1 2024-2025,9,0,0,0,20241,2022,100,A01,19.66,16.17,3.4899999999999984
6635,6794f33ef7bf,HK1 2024-2025,24,0,0,0,20241,2021,1,V02,21.85,20.21,1.6400000000000006
6636,6796fe60e36f,HK1 2024-2025,23,0,0,0,20241,2022,100,V00,21.63,20.19,1.4399999999999977
6637,67a4becd5ac3,HK1 2024-2025,22,0,0,0,20241,2023,100,A00,20.86,19.77,1.0899999999999999
6638,67a5eeb2a3b2,HK1 2024-2025,19,0,0,0,20241,2021,1,A00,23.94,23.84,0.10000000000000142
6639,67a65c27f0e2,HK1 2024-2025,22,0,0,0,20241,2021,1,V01,22.36,19.6,2.759999999999998
6640,67a6f1520e68,HK1 2024-2025,21,0,0,0,20241,2022,100,A00,22.89,19.91,2.9800000000000004
6641,67abc21ebed2,HK1 2024-2025,15,0,0,0,20241,2024,100,A00,23.69,20.97,2.7200000000000024
6642,67ac2d686324,HK1 2024-2025,27,0,0,0,20241,2023,100,A00,25.25,24.53,0.7199999999999989
6643,67ad1d2b9e24,HK1 2024-2025,16,0,0,0,20241,2024,100,A00,24.01,21.73,2.280000000000001
6644,67b0527866d9,HK1 2024-2025,20,0,0,0,20241,2023,100,A01,20.96,20.3,0.6600000000000001
6645,67b76fced875,HK1 2024-2025,26,0,0,0,20241,2021,1,A00,23.55,22.62,0.9299999999999997
6646,67bbae9b18b6,HK1 2024-2025,18,0,0,0,20241,2021,1,A00,22.5,15.68,6.82
6647,67c5978d46ae,HK1 2024-2025,20,0,0,0,20241,2023,100,D01,17.26,17.06,0.20000000000000284
6648,67c96bf7e5c4,HK1 2024-2025,22,0,0,0,20241,2022,100,A01,25.93,25.68,0.25
6649,67cc3776bdee,HK1 2024-2025,23,0,0,0,20241,2022,100,D07,18.56,16.3,2.259999999999998
6650,67d204978f90,HK1 2024-2025,19,0,0,0,20241,2023,100,V00,23.08,20.89,2.1899999999999977
6651,67da508ec748,HK1 2024-2025,22,0,0,0,20241,2021,1,V00,21.31,21.21,0.09999999999999787
6652,67e5267a600b,HK1 2024-2025,19,0,0,0,20241,2022,100,A00,24.86,23.05,1.8099999999999987
6653,67e5e7218438,HK1 2024-2025,23,0,0,0,20241,2023,100,A01,23.29,22.98,0.3099999999999987
6654,67eae2eabff4,HK1 2024-2025,19,0,0,0,20241,2024,100,D01,22.42,21.97,0.45000000000000284
6655,67ed1492196c,HK1 2024-2025,29,0,0,0,20241,2021,1,A00,25.05,23.68,1.370000000000001
6656,67f45c82b361,HK1 2024-2025,15,0,0,0,20241,2024,100,D01,23.63,23.41,0.21999999999999886
6657,67f6d5379fec,HK1 2024-2025,21,0,0,0,20241,2021,1,A00,25.25,23.64,1.6099999999999994
6658,67f91d7dd0e4,HK1 2024-2025,10,0,0,0,20241,2021,1,D07,25.03,24.93,0.10000000000000142
6659,67fa3928c742,HK1 2024-2025,11,0,0,0,20241,2018,1,V00,20.29,18.67,1.6199999999999974
6660,67fdbd1c3e98,HK1 2024-2025,18,0,0,0,20241,2024,100,D07,22.92,22.23,0.6900000000000013
6661,67ff8af2881c,HK1 2024-2025,10,0,0,0,20241,2021,1,A01,25.31,25.31,0.0
6662,68019d6c6723,HK1 2024-2025,16,0,0,0,20241,2024,100,V02,21.54,21.1,0.4399999999999977
6663,6804e42c37a0,HK1 2024-2025,17,0,0,0,20241,2024,100,A00,24.45,24.33,0.120000000000001
6664,680620ed2d05,HK1 2024-2025,18,0,0,0,20241,2021,1,A00,20.86,20.81,0.05000000000000071
6665,680879d600c0,HK1 2024-2025,22,0,0,0,20241,2023,100,A00,22.23,19.99,2.240000000000002
6666,680cc6a0f1d4,HK1 2024-2025,19,0,0,0,20241,2021,1,A01,25.82,25.82,0.0
6667,680d67e500b1,HK1 2024-2025,7,0,0,0,20241,2021,1,A00,23.11,22.26,0.8499999999999979
6668,6811052f477f,HK1 2024-2025,2,0,0,0,20241,2020,1,A01,23.89,23.28,0.6099999999999994
6669,681334ad5c78,HK1 2024-2025,15,0,0,0,20241,2024,100,A00,23.22,23.02,0.1999999999999993
6670,68133b9183c2,HK1 2024-2025,13,0,0,0,20241,2024,100,D01,23.97,23.53,0.4399999999999977
6671,681654845401,HK1 2024-2025,20,0,0,0,20241,2022,100,A00,25.7,25.26,0.4399999999999977
6672,68244c8ae598,HK1 2024-2025,21,0,0,0,20241,2023,100,D01,21.57,20.88,0.6900000000000013
6673,6824b517d3b4,HK1 2024-2025,21,0,0,0,20241,2023,100,D01,20.34,19.01,1.3299999999999983
6674,682551a211c6,HK1 2024-2025,19,0,0,0,20241,2023,100,A00,22.65,21.14,1.509999999999998
6675,682b15cf9be0,HK1 2024-2025,10,0,0,0,20241,2020,1,A01,20.16,15.89,4.27
6676,682ca4fd4df5,HK1 2024-2025,20,0,0,0,20241,2020,1,V00,20.55,20.45,0.10000000000000142
6677,68315423b9e7,HK1 2024-2025,20,0,0,0,20241,2023,100,A00,21.82,20.16,1.6600000000000001
6678,6837bf79d3bd,HK1 2024-2025,20,0,0,0,20241,2024,100,A01,21.66,21.1,0.5599999999999987
6679,683809d4ab24,HK1 2024-2025,19,0,0,0,20241,2024,200,A00,29.19,27.5,1.6900000000000013
6680,683af772eb6b,HK1 2024-2025,21,0,0,0,20241,2023,100,A00,22.69,22.64,0.05000000000000071
6681,6847435d1c47,HK1 2024-2025,19,0,0,0,20241,2023,100,D01,22.85,20.93,1.9200000000000017
6682,6847f7713b5a,HK1 2024-2025,26,0,0,0,20241,2022,100,A00,25.3,25.24,0.060000000000002274
6683,6849a232bd78,HK1 2024-2025,22,0,0,0,20241,2023,100,D01,22.5,21.2,1.3000000000000007
6684,684b8c6f3e5d,HK1 2024-2025,7,0,0,0,20241,2021,1,A00,21.19,17.04,4.150000000000002
6685,684dcd534a36,HK1 2024-2025,20,0,0,0,20241,2023,100,V01,19.77,17.28,2.4899999999999984
6686,68507b1958e9,HK1 2024-2025,19,0,0,0,20241,2022,100,V02,22.19,20.42,1.7699999999999996
6687,6852291f0f85,HK1 2024-2025,22,0,0,0,20241,2021,1,D07,25.78,23.81,1.9700000000000024
6688,685495afa656,HK1 2024-2025,14,0,0,0,20241,2024,100,V02,23.13,21.12,2.009999999999998
6689,6861571140b4,HK1 2024-2025,17,0,0,0,20241,2024,200,A01,27.31,27.01,0.29999999999999716
6690,6864836bb9b5,HK1 2024-2025,17,0,0,0,20241,2024,100,H01,20.15,17.72,2.4299999999999997
6691,68651dfc05b3,HK1 2024-2025,17,0,0,0,20241,2024,100,D01,25.2,25.17,0.029999999999997584
6692,686cf67094db,HK1 2024-2025,4,0,0,0,20241,2020,1,A00,25.5,21.88,3.620000000000001
6693,6873850d6ba2,HK1 2024-2025,16,0,0,0,20241,2024,100,A00,22.68,22.08,0.6000000000000014
6694,6873d821faa1,HK1 2024-2025,19,0,0,0,20241,2019,1,A00,17.88,16.74,1.1400000000000006
6695,687ed8487cfa,HK1 2024-2025,15,0,0,0,20241,2024,100,D01,24.54,24.37,0.16999999999999815
6696,6888f2ddd4a7,HK1 2024-2025,22,0,0,0,20241,2021,1,V01,20.2,20.07,0.129999999999999
6697,688ff14ead5d,HK1 2024-2025,19,0,0,0,20241,2024,100,A01,24.92,24.72,0.20000000000000284
6698,689c9e8788a0,HK1 2024-2025,5,0,0,0,20241,2020,1,A00,24.39,24.24,0.15000000000000213
6699,68ac25d1b000,HK1 2024-2025,9,0,0,0,20241,2020,1,A00,22.94,21.79,1.1500000000000021
6700,68af164550e7,HK1 2024-2025,15,0,0,0,20241,2024,100,D01,25.52,23.81,1.7100000000000009
6701,68b2b87ecbc2,HK1 2024-2025,10,0,0,0,20241,2022,100,A01,22.71,22.61,0.10000000000000142
6702,68b9e9175d55,HK1 2024-2025,5,0,0,0,20241,2018,1,A00,21.63,17.21,4.419999999999998
6703,68baad34beef,HK1 2024-2025,17,0,0,0,20241,2021,1,V00,25.26,24.07,1.1900000000000013
6704,68bb409309a0,HK1 2024-2025,22,0,0,0,20241,2023,100,V00,23.2,21.1,2.099999999999998
6705,68c01cc61fa0,HK1 2024-2025,20,0,0,0,20241,2022,100,A00,21.77,19.66,2.1099999999999994
6706,68c22371193c,HK1 2024-2025,20,0,0,0,20241,2023,100,D01,24.33,24.09,0.23999999999999844
6707,68c2485b2998,HK1 2024-2025,24,0,0,0,20241,2022,100,A00,21.62,21.18,0.4400000000000013
6708,68cc4bed202b,HK1 2024-2025,24,0,0,0,20241,2022,100,D07,21.15,21.15,0.0
6709,68ce3bca89c3,HK1 2024-2025,14,0,0,0,20241,2021,1,V01,19.44,17.24,2.200000000000003
6710,68d0df03df6f,HK1 2024-2025,22,0,0,0,20241,2022,100,A00,25.61,25.27,0.33999999999999986
6711,68d5170ff8d8,HK1 2024-2025,17,0,0,0,20241,2022,100,A00,24.01,20.01,4.0
6712,68dc6b3fb25d,HK1 2024-2025,18,0,0,0,20241,2023,100,A00,22.2,20.19,2.009999999999998
6713,68e615bd7102,HK1 2024-2025,24,0,0,0,20241,2022,100,A00,22.15,21.12,1.0299999999999976
6714,68e95248792d,HK1 2024-2025,20,0,0,0,20241,2021,1,A00,23.9,23.31,0.5899999999999999
6715,68e98903432e,HK1 2024-2025,14,0,0,0,20241,2021,1,A00,26.1,25.55,0.5500000000000007
6716,68ecb1ba53bf,HK1 2024-2025,3,0,0,0,20241,2021,1,A00,24.11,23.67,0.4399999999999977
6717,68eec7c911a3,HK1 2024-2025,22,0,0,0,20241,2022,100,A00,23.52,23.32,0.1999999999999993
6718,68f3689030f6,HK1 2024-2025,19,0,0,0,20241,2024,100,D01,22.38,21.59,0.7899999999999991
6719,68fb2c81a456,HK1 2024-2025,22,0,0,0,20241,2023,100,V00,20.98,20.67,0.3099999999999987
6720,690929ae8c13,HK1 2024-2025,18,0,0,0,20241,2021,1,A01,23.91,23.32,0.5899999999999999
6721,69109a99a1ff,HK1 2024-2025,3,0,0,0,20241,2021,1,A00,22.54,17.55,4.989999999999998
6722,6910b7fd475e,HK1 2024-2025,20,0,0,0,20241,2024,100,A00,21.17,20.83,0.3400000000000034
6723,691155b17e8d,HK1 2024-2025,19,0,0,0,20241,2023,100,A00,19.76,17.23,2.530000000000001
6724,691496e84994,HK1 2024-2025,18,0,0,0,20241,2024,100,D01,23.48,23.41,0.07000000000000028
6725,69167a7d184d,HK1 2024-2025,15,0,0,0,20241,2024,100,D01,24.2,23.75,0.4499999999999993
6726,6918154b9834,HK1 2024-2025,18,0,0,0,20241,2021,1,A00,23.89,23.79,0.10000000000000142
6727,691e31adbc0c,HK1 2024-2025,10,0,0,0,20241,2021,1,D01,24.28,24.28,0.0
6728,6926c85a713f,HK1 2024-2025,25,0,0,0,20241,2022,100,A01,20.32,16.32,4.0
6729,692ad1ae4f33,HK1 2024-2025,25,0,0,0,20241,2023,100,V02,20.15,18.86,1.2899999999999991
6730,6938bc1ce47f,HK1 2024-2025,18,0,0,0,20241,2023,100,B00,21.9,16.77,5.129999999999999
6731,6939a7617244,HK1 2024-2025,17,0,0,0,20241,2021,1,A00,24.25,23.22,1.0300000000000011
6732,69465b47c631,HK1 2024-2025,15,0,0,0,20241,2024,100,A00,25.12,23.63,1.490000000000002
6733,6947a8f6f0c1,HK1 2024-2025,22,0,0,0,20241,2023,100,A01,24.15,21.25,2.8999999999999986
6734,694932ada62c,HK1 2024-2025,18,0,0,0,20241,2024,402,K00,54.73,50.72,4.009999999999998
6735,694bff211e6f,HK1 2024-2025,17,0,0,0,20241,2024,100,D01,25.0,24.64,0.35999999999999943
6736,694f535e5827,HK1 2024-2025,9,0,0,0,20241,2020,1,A01,22.89,22.79,0.10000000000000142
6737,695b9b1a27b1,HK1 2024-2025,19,0,0,0,20241,2021,1,V02,22.3,21.64,0.6600000000000001
6738,695e326c4075,HK1 2024-2025,13,0,0,0,20241,2020,1,A00,25.25,22.15,3.1000000000000014
6739,696a72cf97ef,HK1 2024-2025,17,0,0,0,20241,2024,100,A00,21.3,16.72,4.580000000000002
6740,696f1249ccac,HK1 2024-2025,17,0,0,0,20241,2024,100,A01,24.77,24.55,0.21999999999999886
6741,697081ade962,HK1 2024-2025,19,0,0,0,20241,2024,100,D01,25.22,21.57,3.6499999999999986
6742,697500b72a06,HK1 2024-2025,17,0,0,0,20241,2020,1,A00,24.41,21.5,2.91
6743,697603dea636,HK1 2024-2025,13,0,0,0,20241,2021,1,V00,24.66,23.9,0.7600000000000016
6744,69843778c4ef,HK1 2024-2025,20,0,0,0,20241,2023,100,D07,25.03,24.59,0.4400000000000013
6745,698a561aac8a,HK1 2024-2025,21,0,0,0,20241,2022,100,A00,25.56,25.56,0.0
6746,698fc2f4c1b0,HK1 2024-2025,15,0,0,0,20241,2024,100,A00,24.31,24.09,0.21999999999999886
6747,699007d05659,HK1 2024-2025,16,0,0,0,20241,2024,100,V02,21.58,21.09,0.48999999999999844
6748,69939c7c9f7f,HK1 2024-2025,8,0,0,0,20241,2021,1,A00,22.98,22.68,0.3000000000000007
6749,699b46ba6429,HK1 2024-2025,14,0,0,0,20241,2024,100,V00,22.17,22.11,0.060000000000002274
6750,699bcc5dd417,HK1 2024-2025,18,0,0,0,20241,2022,100,A00,25.45,25.4,0.05000000000000071
6751,69a03fc2e353,HK1 2024-2025,26,0,0,0,20241,2022,100,A01,22.01,21.91,0.10000000000000142
6752,69aa8c24f3bc,HK1 2024-2025,22,0,0,0,20241,2023,100,A00,21.18,20.03,1.1499999999999986
6753,69abcb967ded,HK1 2024-2025,23,0,0,0,20241,2021,1,A01,24.21,23.57,0.6400000000000006
6754,69b1761bdd45,HK1 2024-2025,19,0,0,0,20241,2022,409,X03,26.98,21.95,5.030000000000001
6755,69b4d9de67f5,HK1 2024-2025,21,0,0,0,20241,2022,100,A00,23.86,20.22,3.6400000000000006
6756,69b6d8c35389,HK1 2024-2025,22,0,0,0,20241,2022,100,A01,19.68,15.99,3.6899999999999995
6757,69b9ae33b4da,HK1 2024-2025,17,0,0,0,20241,2024,100,A00,24.97,20.31,4.66
6758,69c2558988d2,HK1 2024-2025,5,0,0,0,20241,2021,1,A00,25.28,25.03,0.25
6759,69c509b10af4,HK1 2024-2025,17,0,0,0,20241,2021,1,D07,24.84,23.49,1.3500000000000014
6760,69ca2f7510cc,HK1 2024-2025,22,0,0,0,20241,2021,1,A01,25.25,25.15,0.10000000000000142
6761,69cbc6ef482a,HK1 2024-2025,20,0,0,0,20241,2024,100,A00,20.59,20.44,0.14999999999999858
6762,69d167089c87,HK1 2024-2025,25,0,0,0,20241,2023,100,A01,24.78,23.94,0.8399999999999999
6763,69d5140ffd75,HK1 2024-2025,25,0,0,0,20241,2020,1,A00,22.23,19.78,2.4499999999999993
6764,69d5b6606240,HK1 2024-2025,7,0,0,0,20241,2020,1,A01,20.45,16.2,4.25
6765,69d970aa44db,HK1 2024-2025,22,0,0,0,20241,2023,100,A00,23.11,19.97,3.1400000000000006
6766,69dc4a5b0c1a,HK1 2024-2025,19,0,0,0,20241,2021,1,A01,22.42,18.77,3.650000000000002
6767,69e17945f846,HK1 2024-2025,17,0,0,0,20241,2021,1,A01,24.59,24.04,0.5500000000000007
6768,69e43003d77f,HK1 2024-2025,29,0,0,0,20241,2022,100,A00,23.32,19.93,3.3900000000000006
6769,69e47ea51244,HK1 2024-2025,19,0,0,0,20241,2024,100,A00,19.6,19.6,0.0
6770,69e4ebc48f0c,HK1 2024-2025,19,0,0,0,20241,2024,100,A00,25.23,24.7,0.5300000000000011
6771,69e5f0708eb2,HK1 2024-2025,19,0,0,0,20241,2023,100,D01,24.42,22.84,1.5800000000000018
6772,69e833851428,HK1 2024-2025,20,0,0,0,20241,2023,100,A01,24.03,24.03,0.0
6773,69f610cdb635,HK1 2024-2025,14,0,0,0,20241,2021,1,A01,21.84,18.29,3.5500000000000007
6774,69f6bca185f4,HK1 2024-2025,21,0,0,0,20241,2022,100,A00,24.55,23.89,0.6600000000000001
6775,69f95514127f,HK1 2024-2025,19,0,0,0,20241,2024,100,A00,25.2,24.58,0.620000000000001
6776,69fd23074710,HK1 2024-2025,17,0,0,0,20241,2020,1,A00,24.09,22.02,2.0700000000000003
6777,69ffbe3feaae,HK1 2024-2025,14,0,0,0,20241,2021,1,V00,25.14,22.94,2.1999999999999993
6778,6a023fccfd2a,HK1 2024-2025,22,0,0,0,20241,2022,100,A00,24.65,19.92,4.729999999999997
6779,6a09eca1060e,HK1 2024-2025,19,0,0,0,20241,2023,100,A00,23.52,22.58,0.9400000000000013
6780,6a109a1f4696,HK1 2024-2025,21,0,0,0,20241,2022,100,A00,24.21,24.06,0.15000000000000213
6781,6a10d1b94e2b,HK1 2024-2025,10,0,0,0,20241,2020,1,A00,24.46,21.85,2.6099999999999994
6782,6a117dcc8578,HK1 2024-2025,17,0,0,0,20241,2021,1,A00,23.94,23.94,0.0
6783,6a192dec9842,HK1 2024-2025,5,0,0,0,20241,2020,1,A00,20.79,19.94,0.8499999999999979
